Scan:    605 RXSJ225148.5+341 2015-10-27 +21 26 58.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
     -64.4969387740397764      0.2996333
     -63.8933403407933653      0.2932518
     -63.2897394764426693      0.3130257
     -62.6861361809876954      0.3420283
     -62.0825304544284293      0.3669969
     -61.4789222967648783      0.3818077
     -60.8753117078971826      0.3892303
     -60.2716986879252161      0.4230149
     -59.6680832368156686      0.4172002
     -59.0644653544687017      0.4198273
     -58.4608450409175902      0.4246153
     -57.8572222961623552      0.4646884
     -57.2535971202029756      0.4783942
     -56.6499695129728948      0.4965640
     -56.0463394744720986      0.5198743
     -55.4427070047006083      0.5477180
     -54.8390721036584097      0.5542367
     -54.2354347712789391      0.5762181
     -53.6317950076287673      0.6268280
